ticket,item,id_producto,producto,fecha_venta,cantidad,id_tamaño,tamaño,precio_unitario,costo_unitario,tipo_calzado,id_local,local,tipo_local,id_ciudad,ciudad,total_venta,total_costo,año,mes
56932,1,D005,SERENA STORM,27/02/2021,1,27M,27 Y MEDIO,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,02-feb
57772,1,D005,SERENA STORM,05/03/2021,1,22M,22 Y MEDIO,1585,459,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,03-mar
60382,1,D005,SERENA STORM,29/03/2021,1,19N,19 NORMAL,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,03-mar
60767,1,D005,SERENA STORM,01/04/2021,1,25N,25 NORMAL,1585,459,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,04-abr
60957,1,D005,SERENA STORM,02/04/2021,1,19M,19 Y MEDIO,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,04-abr
61598,1,D005,SERENA STORM,08/04/2021,1,21M,21 Y MEDIO,1585,459,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,1585,459,2021,04-abr
63458,1,D005,SERENA STORM,22/04/2021,1,24M,24 Y MEDIO,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,04-abr
63772,1,D005,SERENA STORM,24/04/2021,1,19M,19 Y MEDIO,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,04-abr
64976,1,D005,SERENA STORM,06/05/2021,1,20M,20 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,05-may
65442,1,D005,SERENA STORM,11/05/2021,1,26N,26 NORMAL,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,05-may
66185,1,D005,SERENA STORM,17/05/2021,1,22M,22 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,05-may
66579,1,D005,SERENA STORM,21/05/2021,1,19M,19 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,05-may
67821,1,D005,SERENA STORM,31/05/2021,1,25N,25 NORMAL,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,05-may
68403,1,D005,SERENA STORM,06/06/2021,1,21M,21 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,06-jun
71630,1,D005,SERENA STORM,04/07/2021,1,20M,20 Y MEDIO,1585,459,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,1585,459,2021,07-jul
73953,1,D005,SERENA STORM,20/07/2021,1,20M,20 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,07-jul
74287,1,D005,SERENA STORM,22/07/2021,1,20M,20 Y MEDIO,1585,459,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,07-jul
75682,1,D005,SERENA STORM,04/08/2021,1,26M,26 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,08-ago
75928,1,D005,SERENA STORM,07/08/2021,1,21N,21 NORMAL,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,08-ago
77435,1,D005,SERENA STORM,18/08/2021,1,25M,25 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,08-ago
77628,1,D005,SERENA STORM,20/08/2021,1,21N,21 NORMAL,1585,459,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,1585,459,2021,08-ago
79729,1,D005,SERENA STORM,05/09/2021,1,27M,27 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,09-sep
79771,1,D005,SERENA STORM,06/09/2021,1,28N,28 NORMAL,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,09-sep
79983,1,D005,SERENA STORM,07/09/2021,1,25M,25 Y MEDIO,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,09-sep
80310,1,D005,SERENA STORM,10/09/2021,1,22M,22 Y MEDIO,1585,459,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,09-sep
80437,1,D005,SERENA STORM,12/09/2021,1,22N,22 NORMAL,1585,459,DAMA,12,ERMITA,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,09-sep
80733,1,D005,SERENA STORM,16/09/2021,1,26N,26 NORMAL,1585,459,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,09-sep
81578,1,D005,SERENA STORM,22/09/2021,1,23N,23 NORMAL,1585,459,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,1585,459,2021,09-sep
81726,1,D005,SERENA STORM,25/09/2021,1,27M,27 Y MEDIO,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,09-sep
84051,1,D005,SERENA STORM,15/10/2021,1,26N,26 NORMAL,1585,459,DAMA,16,TLAQUEPAQUE,POPULAR,GDL,GUADALAJARA,1585,459,2021,10-oct
84926,1,D005,SERENA STORM,25/10/2021,1,26N,26 NORMAL,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,10-oct
86397,1,D005,SERENA STORM,12/11/2021,1,19N,19 NORMAL,1585,459,DAMA,11,ARAGON,POPULAR,CMX,CIUDAD DE MÉXICO,1585,459,2021,11-nov
87924,1,D005,SERENA STORM,25/11/2021,1,20N,20 NORMAL,1585,459,DAMA,17,CRUZ DEL SUR,POPULAR,PUE,PUEBLA,1585,459,2021,11-nov
10012,1,D005,SERENA STORM,01/01/2020,1,20N,20 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2020,01-ene
12032,1,D005,SERENA STORM,22/01/2020,1,19N,19 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,01-ene
12648,1,D005,SERENA STORM,28/01/2020,1,22N,22 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,01-ene
12743,1,D005,SERENA STORM,30/01/2020,1,20N,20 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,01-ene
15257,1,D005,SERENA STORM,22/02/2020,1,20M,20 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,02-feb
15972,1,D005,SERENA STORM,28/02/2020,1,18N,18 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,02-feb
16418,1,D005,SERENA STORM,02/03/2020,1,26N,26 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,03-mar
16803,1,D005,SERENA STORM,05/03/2020,1,24N,24 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,03-mar
17779,1,D005,SERENA STORM,12/03/2020,1,18N,18 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,03-mar
19698,1,D005,SERENA STORM,29/03/2020,1,24N,24 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2020,03-mar
20552,1,D005,SERENA STORM,07/04/2020,1,22M,22 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,04-abr
21648,1,D005,SERENA STORM,17/04/2020,1,26N,26 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,04-abr
21688,1,D005,SERENA STORM,18/04/2020,1,25M,25 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,04-abr
23051,1,D005,SERENA STORM,04/05/2020,1,20N,20 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2020,05-may
23277,1,D005,SERENA STORM,06/05/2020,1,19M,19 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,05-may
27090,1,D005,SERENA STORM,11/06/2020,1,25M,25 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,06-jun
27581,1,D005,SERENA STORM,16/06/2020,1,18N,18 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,06-jun
27691,1,D005,SERENA STORM,16/06/2020,1,20N,20 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,06-jun
27843,1,D005,SERENA STORM,16/06/2020,1,23M,23 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,06-jun
28336,1,D005,SERENA STORM,22/06/2020,1,25M,25 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,06-jun
28709,1,D005,SERENA STORM,25/06/2020,1,19N,19 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2020,06-jun
28798,1,D005,SERENA STORM,27/06/2020,1,19M,19 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,06-jun
30180,1,D005,SERENA STORM,12/07/2020,1,19N,19 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,07-jul
30711,1,D005,SERENA STORM,16/07/2020,1,20M,20 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,07-jul
30769,1,D005,SERENA STORM,17/07/2020,1,22M,22 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,07-jul
31904,1,D005,SERENA STORM,29/07/2020,1,19N,19 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,07-jul
32404,1,D005,SERENA STORM,04/08/2020,1,26M,26 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,08-ago
33660,1,D005,SERENA STORM,13/08/2020,1,22N,22 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2020,08-ago
35371,1,D005,SERENA STORM,26/08/2020,1,21N,21 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,08-ago
36077,1,D005,SERENA STORM,01/09/2020,1,23M,23 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,09-sep
36341,1,D005,SERENA STORM,02/09/2020,1,19N,19 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2020,09-sep
36493,1,D005,SERENA STORM,05/09/2020,1,20N,20 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,09-sep
36860,1,D005,SERENA STORM,08/09/2020,1,21M,21 Y MEDIO,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2020,09-sep
37660,1,D005,SERENA STORM,14/09/2020,1,20N,20 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2020,09-sep
37841,1,D005,SERENA STORM,16/09/2020,1,22M,22 Y MEDIO,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2020,09-sep
40083,1,D005,SERENA STORM,07/10/2020,1,22N,22 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,10-oct
40634,1,D005,SERENA STORM,10/10/2020,1,20M,20 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,10-oct
40682,1,D005,SERENA STORM,11/10/2020,1,21N,21 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,10-oct
40963,1,D005,SERENA STORM,14/10/2020,1,20N,20 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2020,10-oct
41070,1,D005,SERENA STORM,15/10/2020,1,19N,19 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2020,10-oct
41391,1,D005,SERENA STORM,18/10/2020,1,25N,25 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2020,10-oct
42107,1,D005,SERENA STORM,26/10/2020,1,21N,21 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,10-oct
42303,1,D005,SERENA STORM,28/10/2020,1,22N,22 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,10-oct
44542,1,D005,SERENA STORM,17/11/2020,1,19N,19 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2020,11-nov
46733,1,D005,SERENA STORM,06/12/2020,1,18M,18 Y MEDIO,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2020,12-dic
49759,1,D005,SERENA STORM,30/12/2020,1,21N,21 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2020,12-dic
50437,1,D005,SERENA STORM,04/01/2021,1,22N,22 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,01-ene
50897,1,D005,SERENA STORM,09/01/2021,1,21N,21 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,01-ene
51003,1,D005,SERENA STORM,09/01/2021,1,18M,18 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,01-ene
51498,1,D005,SERENA STORM,14/01/2021,1,19M,19 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,01-ene
52312,1,D005,SERENA STORM,21/01/2021,1,26M,26 Y MEDIO,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,01-ene
53051,1,D005,SERENA STORM,27/01/2021,1,20N,20 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,01-ene
53177,1,D005,SERENA STORM,28/01/2021,1,24M,24 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,01-ene
53562,1,D005,SERENA STORM,30/01/2021,1,22N,22 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,01-ene
55230,1,D005,SERENA STORM,13/02/2021,1,25M,25 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,02-feb
55627,1,D005,SERENA STORM,16/02/2021,1,18M,18 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,02-feb
56779,1,D005,SERENA STORM,26/02/2021,1,25N,25 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,02-feb
56834,1,D005,SERENA STORM,26/02/2021,1,23N,23 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,02-feb
57309,1,D005,SERENA STORM,02/03/2021,1,19M,19 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,03-mar
57349,1,D005,SERENA STORM,02/03/2021,1,18N,18 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,03-mar
57703,1,D005,SERENA STORM,04/03/2021,1,26N,26 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,03-mar
57749,1,D005,SERENA STORM,04/03/2021,1,26N,26 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,03-mar
58591,1,D005,SERENA STORM,11/03/2021,1,21N,21 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,03-mar
59042,1,D005,SERENA STORM,15/03/2021,1,20N,20 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,03-mar
59306,1,D005,SERENA STORM,18/03/2021,1,23N,23 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,03-mar
59912,2,D005,SERENA STORM,24/03/2021,1,23N,23 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,03-mar
60414,1,D005,SERENA STORM,29/03/2021,1,25N,25 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,03-mar
61235,1,D005,SERENA STORM,04/04/2021,1,18N,18 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,04-abr
62029,1,D005,SERENA STORM,13/04/2021,1,27N,27 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,04-abr
63336,1,D005,SERENA STORM,21/04/2021,1,23N,23 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,04-abr
63608,1,D005,SERENA STORM,23/04/2021,1,23M,23 Y MEDIO,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,04-abr
63917,1,D005,SERENA STORM,26/04/2021,1,22M,22 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,04-abr
64000,1,D005,SERENA STORM,26/04/2021,1,27N,27 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,04-abr
64172,1,D005,SERENA STORM,28/04/2021,1,20N,20 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,04-abr
64572,1,D005,SERENA STORM,01/05/2021,1,22M,22 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,05-may
64598,1,D005,SERENA STORM,02/05/2021,1,21M,21 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,05-may
65822,1,D005,SERENA STORM,14/05/2021,1,19M,19 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,05-may
67610,1,D005,SERENA STORM,30/05/2021,1,25N,25 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,05-may
67802,1,D005,SERENA STORM,31/05/2021,1,21M,21 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,05-may
69737,1,D005,SERENA STORM,16/06/2021,1,18N,18 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,06-jun
70073,1,D005,SERENA STORM,20/06/2021,1,24N,24 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,06-jun
70778,1,D005,SERENA STORM,26/06/2021,1,26M,26 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,06-jun
71195,1,D005,SERENA STORM,30/06/2021,1,25N,25 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,06-jun
71778,2,D005,SERENA STORM,05/07/2021,3,18M,18 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,6099,1377,2021,07-jul
72720,1,D005,SERENA STORM,13/07/2021,1,25N,25 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,07-jul
72854,1,D005,SERENA STORM,13/07/2021,1,26N,26 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,07-jul
73934,1,D005,SERENA STORM,20/07/2021,1,27N,27 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,07-jul
74369,1,D005,SERENA STORM,22/07/2021,1,24M,24 Y MEDIO,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,07-jul
75105,1,D005,SERENA STORM,29/07/2021,1,19M,19 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,07-jul
75851,1,D005,SERENA STORM,06/08/2021,1,27M,27 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,08-ago
76583,1,D005,SERENA STORM,11/08/2021,1,18M,18 Y MEDIO,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,08-ago
76943,1,D005,SERENA STORM,14/08/2021,1,19M,19 Y MEDIO,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,08-ago
77672,1,D005,SERENA STORM,20/08/2021,1,25M,25 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,08-ago
77867,1,D005,SERENA STORM,22/08/2021,1,24N,24 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,08-ago
79158,1,D005,SERENA STORM,31/08/2021,1,19N,19 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,08-ago
79378,1,D005,SERENA STORM,02/09/2021,1,27M,27 Y MEDIO,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,09-sep
80887,1,D005,SERENA STORM,17/09/2021,1,18M,18 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,09-sep
81606,1,D005,SERENA STORM,23/09/2021,1,25M,25 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,09-sep
81708,1,D005,SERENA STORM,24/09/2021,1,23M,23 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,09-sep
82054,1,D005,SERENA STORM,27/09/2021,1,24M,24 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,09-sep
82756,1,D005,SERENA STORM,03/10/2021,1,27N,27 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,10-oct
83295,1,D005,SERENA STORM,07/10/2021,1,26N,26 NORMAL,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,10-oct
83683,1,D005,SERENA STORM,12/10/2021,1,24N,24 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,10-oct
84183,1,D005,SERENA STORM,16/10/2021,1,19M,19 Y MEDIO,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,10-oct
84988,1,D005,SERENA STORM,25/10/2021,1,21M,21 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,10-oct
85177,1,D005,SERENA STORM,29/10/2021,1,23N,23 NORMAL,2033,459,DAMA,9,PEDREGAL,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,10-oct
85320,1,D005,SERENA STORM,30/10/2021,1,25M,25 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,10-oct
86316,1,D005,SERENA STORM,11/11/2021,1,21N,21 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,11-nov
86669,1,D005,SERENA STORM,14/11/2021,1,24M,24 Y MEDIO,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,11-nov
88592,1,D005,SERENA STORM,01/12/2021,1,19M,19 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,12-dic
89164,1,D005,SERENA STORM,05/12/2021,1,25M,25 Y MEDIO,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,12-dic
89284,1,D005,SERENA STORM,06/12/2021,1,21M,21 Y MEDIO,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,12-dic
89614,1,D005,SERENA STORM,10/12/2021,1,26N,26 NORMAL,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,12-dic
89689,1,D005,SERENA STORM,11/12/2021,1,28N,28 NORMAL,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,12-dic
96706,1,D005,SERENA STORM,19/12/2021,1,21M,21 Y MEDIO,2033,459,DAMA,1,NUEVO SUR,PREMIUM,MTY,MONTERREY,2033,459,2021,12-dic
97003,1,D005,SERENA STORM,21/12/2021,1,18M,18 Y MEDIO,2033,459,DAMA,18,LORETO,PREMIUM,PUE,PUEBLA,2033,459,2021,12-dic
95452,1,D005,SERENA STORM,24/12/2021,1,25M,25 Y MEDIO,2033,459,DAMA,3,ESFERA,PREMIUM,MTY,MONTERREY,2033,459,2021,12-dic
90461,1,D005,SERENA STORM,25/12/2021,1,22N,22 NORMAL,2033,459,DAMA,6,PERISUR,PREMIUM,CMX,CIUDAD DE MÉXICO,2033,459,2021,12-dic
90788,1,D005,SERENA STORM,28/12/2021,1,18N,18 NORMAL,2033,459,DAMA,13,ANDARES,PREMIUM,GDL,GUADALAJARA,2033,459,2021,12-dic
10015,1,D005,SERENA STORM,01/01/2020,1,25N,25 NORMAL,1865,459,DAMA,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA,1865,459,2020,01-ene
